Feature,Mean_IC,IC_Std,IC_IR
f195,-0.02271307426761494,0.08030167522195344,-0.2828467946200148
f329,-0.024369560979816515,0.08618772919444985,-0.28274974152455573
f268,0.01320662511143883,0.04686190906053583,0.2818199804062361
f143,0.021534939431681256,0.07751729845104435,0.2778081419749182
f145,-0.02841690484837534,0.10355013528540044,-0.27442650872245417
f313,0.014858912818853607,0.054295880212752654,0.27366551613078893
f90,0.012773266251015778,0.04701997793423326,0.2716560937633951
f139,0.016875684651621606,0.0627693317879366,0.2688523436908953
f169,-0.018213695320735888,0.06817391046742408,-0.26716514461624724
f130,0.019415040572997186,0.07268568719009869,0.26710950466939903
f47,0.015610203626604965,0.0585594088633577,0.26657033026625054
f68,0.016826909456358778,0.06316809802447013,0.26638298949590755
f311,0.021585720780046787,0.08214077296324869,0.26278932341933775
f351,0.021478518921599368,0.0819761386883894,0.2620093681546844
f269,-0.012118421444687931,0.04695283062435868,-0.25809772707129913
f266,0.018710274201602227,0.07337223277056892,0.2550048014766055
f11,-0.022783635622398296,0.08959276809978094,-0.25430214472224305
f0,-0.024505854458759337,0.09738869997348994,-0.25162931581525255
f373,-0.02403881237988473,0.09620072799805093,-0.2498817876051197
f38,0.016146498676720068,0.0656562737799022,0.24592465103336558
f172,0.012763283513572561,0.05275360577421034,0.24194139731009962
f211,0.016802587971847346,0.0699472178868766,0.24021806838466322
f82,-0.011286002717694489,0.047021980739997804,-0.24001541704388962
f5,-0.022851719191422877,0.0958310855407887,-0.23845829020807213
f6,0.02326718198846825,0.09850560723847172,0.23620157551158585
f203,0.014953423543994735,0.06437899861812983,0.23227172746154542
f230,-0.013516933576883342,0.0583125551630035,-0.23180138858750088
f319,0.019430692924112803,0.08406027457517862,0.2311518813231607
f122,-0.01668353710002785,0.07250576927324025,-0.23009941093323652
f289,-0.012788774060697759,0.055627449624476064,-0.22990037918378536
f74,-0.016741792146983247,0.07284758428539896,-0.2298194238425091
f125,0.011664597658108147,0.05076239473503636,0.22978812211505037
f219,-0.014052116117622382,0.06154640051512,-0.22831739495466144
f346,-0.017616317768314974,0.07730011403651584,-0.22789507763264644
f141,0.01159375972311379,0.050940372010725904,0.2275946756872108
f218,-0.014828517833457205,0.06535453271572206,-0.2268934525019632
f191,-0.01126508255556026,0.0501817780900117,-0.22448547539505648
f236,0.012458679086963655,0.05556972767015774,0.22419899048136516
f363,-0.015062826094669208,0.06817585740317476,-0.22094073267291903
f353,0.017341203913840093,0.07946361039379646,0.2182282134629985
f29,-0.0108924906435999,0.05030703278474875,-0.2165201936080032
f262,0.010450563779865519,0.048586802422218155,0.2150905412162129
f190,-0.010511457755715096,0.04952368262662817,-0.2122510903006299
f278,-0.011597374372935586,0.05508573616156509,-0.2105331266444278
f156,-0.017228587199553464,0.08275679353052437,-0.20818333314672793
f161,-0.015120832440201426,0.07294574507210262,-0.20728872331577577
f99,-0.011974797816995668,0.05795526534353497,-0.20662136010939477
f36,0.010490350190445334,0.05145160902907354,0.2038876596772902
f207,-0.012167582661098141,0.06008717692582504,-0.2024987902349045
f370,-0.013074986751320464,0.06527031645200654,-0.20032053556426657
f44,-0.01871411944867751,0.0941985048021178,-0.19866682068172875
f21,-0.015111542254574816,0.07608107863948588,-0.1986241591018976
f272,-0.02167840286151939,0.11007675375463898,-0.1969389553442953
f273,-0.011091443416491502,0.05657261150544846,-0.19605673418233402
f85,-0.012411565975331482,0.06361354396996197,-0.1951088282411036
